question,answer1,answer2,answer3,answer4,answer5,url
which mode is used for short wave broadcast service,NONE,NONE, Shortwave radio is radio transmission using shortwave radio frequencies . There is no official definition of the band but the range always includes all of the high frequency band ( HF ) and generally extends from 1.7 -- 30 MHz ( 176.3 -- 10.0 m ) ; from the high end of the medium frequency band ( MF ) just above the mediumwave AM broadcast band to the end of the HF band . , Very little infrastructure is required for long - distance two - way communications using shortwave radio . All one needs is a pair of transceivers each with an antenna and a source of energy ( such as a battery a portable generator or the electrical grid ) . This makes shortwave radio one of the most robust means of communications which can be disrupted only by interference or bad ionospheric conditions . Modern digital transmission modes such as MFSK and Olivia are even more robust allowing successful reception of signals well below the noise floor of a conventional receiver . ,NONE,https://en.wikipedia.org//w/index.php?title=Shortwave_radio&amp;oldid=838127903
what are the requirements of passing national senior certificate,NONE,NONE,NONE,NONE, Subjects are all taken on the same level - there is no higher or standard grade as in the past . There are three pass levels each with different pass requirements. First is a pass with Higher certificate one must obtain 40 % in home language 40 % in two other subjects and must obtain 30 % in three other subjects . A learner who passed matric with higher certificate level can not enroll for a University Degree nor a Diploma at an institute of higher learning . The mean mark in any subject is usually about 55 . Only a small proportion of candidates score an ' A ' in any subject ( from as little as 2 % to a maximum of about 10 % in subjects taken by highly select groups . ) A further 8 -- 15 % are likely to gain a ' B ' and about 20 -- 25 % achieve a ' C ' grade . The National Senior Certificate is a group certificate and records an aggregate mark . ,https://en.wikipedia.org//w/index.php?title=National_Senior_Certificate&amp;oldid=837110357
the south west wind blows across nigeria between, With the Intertropical Convergence Zone ( ITCZ ) swinging northward over West Africa from the Southern Hemisphere in April heavy showers coming from pre-monsoonal convective clouds mainly in the form of squall lines also known as the north easterlies formed mainly as a result of the interactions of the two dominant airmasses in Nigeria known as the Maritime tropical ( south westerlies ) and the Continental tropical ( north easterlies ) begins in central Nigeria while the Monsoons from the south atlantic ocean arrives in central Nigeria in July bringing with it high humidity heavy cloud cover and heavy rainfall which can be daily occurrence lasting till September when the monsoons gradually begin retreating southward to the southern part of Nigeria. Rainfall totals in central Nigeria varies from 1100 mm ( 43.3 in ) in the lowlands of the river Niger Benue trough to over 2000 mm ( 78.7 in ) along the south western escarpment of the Jos Plateau . ,NONE,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Geography_of_Nigeria&amp;oldid=831059315
what does hp mean in war and order,NONE,NONE,NONE, Health or vitality is an attribute assigned to entities such as the player character enemies and objects within a role - playing or video game that indicates its state in combat . Health is usually measured in hit points or health points shortened to HP . When the HP of a player character reaches zero the player may lose a life or their character might become incapacitated or die . When the HP of an enemy reaches zero it may be defeated or die and the player is usually rewarded in some way . ,NONE,https://en.wikipedia.org//w/index.php?title=Health_(gaming)&amp;oldid=819315199
who wrote the first declaration of human rights, The Cylinder 's text has traditionally been seen by biblical scholars as corroborative evidence of Cyrus ' policy of the repatriation of the Jewish people following their Babylonian captivity ( an act that the Book of Ezra attributes to Cyrus ) as the text refers to the restoration of cult sanctuaries and repatriation of deported peoples . This interpretation has been disputed as the text identifies only Mesopotamian sanctuaries and makes no mention of Jews Jerusalem or Judea . The Cylinder has also been referred to by Mohammad Reza Pahlavi the last Shah of Iran as the first declaration of universal human rights a view rejected by some historians as anachronistic and a misunderstanding of the Cylinder 's generic nature as a typical statement made by a new monarch at the beginning of his reign . Neil MacGregor Director of the British Museum has stated that the cylinder was `` the first attempt we know about running a society a state with different nationalities and faiths -- a new kind of statecraft . '' It was adopted as a national symbol of Iran by the Imperial State which put it on display in Tehran in 1971 to commemorate 2500 year celebration of the Persian Empire . On October 14 the Mohammad Reza Shah 's sister Princess Ashraf Pahlavi presented the United Nations Secretary General U Thant with a replica of the Cylinder . The princess asserted that `` the heritage of Cyrus was the heritage of human understanding tolerance courage compassion and above all human liberty '' . ,NONE,NONE, The Cylinder 's text has traditionally been seen by biblical scholars as corroborative evidence of Cyrus ' policy of the repatriation of the Jewish people following their Babylonian captivity ( an act that the Book of Ezra attributes to Cyrus ) as the text refers to the restoration of cult sanctuaries and repatriation of deported peoples . This interpretation has been disputed as the text identifies only Mesopotamian sanctuaries and makes no mention of Jews Jerusalem or Judea . The Cylinder has also been referred to by Mohammad Reza Pahlavi the last Shah of Iran as the first declaration of universal human rights a view rejected by some historians as anachronistic and a misunderstanding of the Cylinder 's generic nature as a typical statement made by a new monarch at the beginning of his reign . Neil MacGregor Director of the British Museum has stated that the cylinder was `` the first attempt we know about running a society a state with different nationalities and faiths -- a new kind of statecraft . '' It was adopted as a national symbol of Iran by the Imperial State which put it on display in Tehran in 1971 to commemorate 2500 year celebration of the Persian Empire . On October 14 the Mohammad Reza Shah 's sister Princess Ashraf Pahlavi presented the United Nations Secretary General U Thant with a replica of the Cylinder . The princess asserted that `` the heritage of Cyrus was the heritage of human understanding tolerance courage compassion and above all human liberty '' . ,NONE,https://en.wikipedia.org//w/index.php?title=Cyrus_Cylinder&amp;oldid=836606627
my first love was a castle in the sky,NONE,NONE,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Sukiyaki_(song)&amp;oldid=838347990
how do i get to warsaw missouri from here,NONE,NONE,NONE,NONE,NONE,"https://en.wikipedia.org//w/index.php?title=Warsaw,_Missouri&amp;oldid=819953599"
who was the governor general of india when country became independent,NONE,NONE, India and Pakistan acquired independence in 1947 but Governors - General continued to be appointed over each nation until republican constitutions were written . Louis Mountbatten 1st Earl Mountbatten of Burma remained Governor - General of India for some time after independence but the two nations were otherwise headed by native Governors - General . India became a secular republic in 1950 ; Pakistan became an Islamic one in 1956 . , India and Pakistan acquired independence in 1947 but Governors - General continued to be appointed over each nation until republican constitutions were written . Louis Mountbatten 1st Earl Mountbatten of Burma remained Governor - General of India for some time after independence but the two nations were otherwise headed by native Governors - General . India became a secular republic in 1950 ; Pakistan became an Islamic one in 1956 . , India and Pakistan acquired independence in 1947 but Governors - General continued to be appointed over each nation until republican constitutions were written . Louis Mountbatten 1st Earl Mountbatten of Burma remained Governor - General of India for some time after independence but the two nations were otherwise headed by native Governors - General . India became a secular republic in 1950 ; Pakistan became an Islamic one in 1956 . ,https://en.wikipedia.org//w/index.php?title=Governor-General_of_India&amp;oldid=833230854
who is the owner of reading football club, Reading Full name Reading Football Club Nickname ( s ) The Royals Founded 1871 ; 147 years ago ( 1871 ) Ground Madejski Stadium Ground Capacity 24161 Owner Dai Yongge and Dai Xiuli ( majority ) Chairman Sir John Madejski Manager Jaap Stam League Championship 2016 -- 17 Championship 3rd Website Club website Home colours Away colours Current season , Reading Full name Reading Football Club Nickname ( s ) The Royals Founded 1871 ; 147 years ago ( 1871 ) Ground Madejski Stadium Ground Capacity 24161 Owner Dai Yongge and Dai Xiuli ( majority ) Chairman Sir John Madejski Manager Jaap Stam League Championship 2016 -- 17 Championship 3rd Website Club website Home colours Away colours Current season , Reading Football Club ownership structure : 75 % Owned by Renhe Sports Management Ltd 100 % owned by Xiu Li Dai and Yongge Dai . 25 % Owned by Narin Niruttinanon , Reading Full name Reading Football Club Nickname ( s ) The Royals Founded 1871 ; 147 years ago ( 1871 ) Ground Madejski Stadium Ground Capacity 24161 Owner Dai Yongge and Dai Xiuli ( majority ) Chairman Sir John Madejski Manager Jaap Stam League Championship 2016 -- 17 Championship 3rd Website Club website Home colours Away colours Current season , Reading Football Club ownership structure : 75 % Owned by Renhe Sports Management Ltd 100 % owned by Xiu Li Dai and Yongge Dai . 25 % Owned by Narin Niruttinanon ,https://en.wikipedia.org//w/index.php?title=Reading_F.C.&amp;oldid=819311942
what happens to the rbc in acute hemolytic reaction, It is also known as an `` immediate hemolytic transfusion reaction '' . This is a medical emergency as it results from rapid destruction of the donor red blood cells by host antibodies ( IgG IgM ) . It is usually related to ABO blood group incompatibility - the most severe of which often involves group A red cells being given to a patient with group O type blood . Properdin then binds to complement C3 in the donor blood facilitating the reaction through the alternate pathway cascade . The donor cells also become coated with IgG and are subsequently removed by macrophages in the reticuloendothelial system ( RES ) . Jaundice and disseminated intravascular coagulation ( DIC ) may also occur . The most common cause is clerical error ( i.e. the wrong unit of blood being given to the patient ) . , It is also known as an `` immediate hemolytic transfusion reaction '' . This is a medical emergency as it results from rapid destruction of the donor red blood cells by host antibodies ( IgG IgM ) . It is usually related to ABO blood group incompatibility - the most severe of which often involves group A red cells being given to a patient with group O type blood . Properdin then binds to complement C3 in the donor blood facilitating the reaction through the alternate pathway cascade . The donor cells also become coated with IgG and are subsequently removed by macrophages in the reticuloendothelial system ( RES ) . Jaundice and disseminated intravascular coagulation ( DIC ) may also occur . The most common cause is clerical error ( i.e. the wrong unit of blood being given to the patient ) . , It is also known as an `` immediate hemolytic transfusion reaction '' . This is a medical emergency as it results from rapid destruction of the donor red blood cells by host antibodies ( IgG IgM ) . It is usually related to ABO blood group incompatibility - the most severe of which often involves group A red cells being given to a patient with group O type blood . Properdin then binds to complement C3 in the donor blood facilitating the reaction through the alternate pathway cascade . The donor cells also become coated with IgG and are subsequently removed by macrophages in the reticuloendothelial system ( RES ) . Jaundice and disseminated intravascular coagulation ( DIC ) may also occur . The most common cause is clerical error ( i.e. the wrong unit of blood being given to the patient ) . ,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Acute_hemolytic_transfusion_reaction&amp;oldid=821817747
in us national flood insurance is available for which of the following,NONE,NONE,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=National_Flood_Insurance_Program&amp;oldid=816287584
where did the first african american air force unit train, All black military pilots who trained in the United States trained at Moton Field the Tuskegee Army Air Field and were educated at Tuskegee University located near Tuskegee Alabama . The group included five Haitians from the Haitian Air Force and one pilot from Trinidad. . It also included a Hispanic or Latino airman born in the Dominican Republic . ,NONE, All black military pilots who trained in the United States trained at Moton Field the Tuskegee Army Air Field and were educated at Tuskegee University located near Tuskegee Alabama . The group included five Haitians from the Haitian Air Force and one pilot from Trinidad. . It also included a Hispanic or Latino airman born in the Dominican Republic . ,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Tuskegee_Airmen&amp;oldid=838231620
what is the only fruit that does not have seeds,NONE,NONE,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Seedless_fruit&amp;oldid=796934080
